productId,userId,profileName,helpfulness,score,time,date,summary,text
B002QZ1RS6,A2Q1CL5XJVRG0R,A. Larios,7/8,4.0,1260057600,2009-12-06 00:00:00,Insanity Video workout,"If you're not in shape, you're in for a ride. Personally went into it thinking I could handle it, but listen to others advice. Make sure you're in good physical condition to do it otherwise  you're just going to invest your money in something that you're not going to use. Nothing is impossible, but you have to really want it, and bad to keep going with this."
B002QZ1RS6,A320JWOLICLEX7,B. Miller,8/20,5.0,1260835200,2009-12-15 00:00:00,ATTENTION REVIEWERS,"Attention Reviewers:<br /><br />Potential customers would appreciate it if when you reviewed this particular product that you give your age, height, weight and workout history.  This would help in determining if this product would work for them.<br /><br />Simply complaining because the workout was to ""INTENSE"" is simply not a good review and doesn't help out someone seriously considering purchasing this product.<br /><br />I'm 25 years old, 165lbs, 5'11"" and have had a history of not going to the gym but participating in outdoor activities such as backpacking, skiing, rock climbing, and any other intense outdoor adventure.<br /><br />I currently don't have this product but from some reviews I've read [...] I've found some honest descriptive advice and linked up with some people who are just normal people like you and me that has helped me make my decision.<br /><br />I will post my review after I get this product and after about 2-3 weeks."
B002QZ1RS6,AUR08D0T6MZK5,C. N. Sheridan,471/484,5.0,1261526400,2009-12-23 00:00:00,"If You Do It, It Will Do It","Okay, I'm 54 and have run regularly, lifted weights but couldn't get the reduction in inches and bodyfat that I wanted.  I did P90X in the summer and a month of P90X+.  Great programs that got me into the consistent routine of early morning (5 AM) workouts and built overall strength, coordination, and flexibility.  With a 2 pound weight loss, but, I admit I was not very careful with the nutrition plan.<br /><br />Enter Insanity.  I cut out white[flour]bakery products, sweets, sweetened drinks, all sodas, and desserts except for once a week.  Then I started the craziness.  There's no need to tell what's in the package, others have done that.  Let me say I lost 12 pounds and an inch and a half off my waistline in 60 days.  This on a frame my family and friends said had nothing to lose.<br /><br />This program works if you follow it.  Don't worry about keeping up with the folks on the video because NONE of them do all of the routines to completion on any of the DVDs.  You do your best at YOUR pace but it has to be your BEST.  It never gets easier because as you get more conditioned, you do more repetitions.  You must do the Fit Test because you WILL see improvements and the test won't lie and it will keep you motivated.<br /><br />It's not easy but it works.  Nothing worthwhile is easy so why should this be different?  You have to be in decent, not great, shape, and follow the warnings about injuries and other potential health problems because it is a serious workout.  But if you get the green light and you stick with it, you won't regret it.  There's nothing to it but to do it.<br /><br />PROGRAM UPDATE: I have completed another four cycles since this first review.  I have added some variations such as some running and weight workouts.  STILL, I cannot do ANY Insanity routine all the way through without taking a break a couple of times.  It's not the agony of when I first started but it's still hard and remains a challenge to keep doing. However, I feel better than I ever have in terms of conditioning and stamina and so does my wife who has started and continued this program after I finished my first cycle.<br /><br />Give it YOUR best!"
B002QZ1RS6,A3Q2HFUIRCUGI8,"Rolando Aguillon Aguilar ""Rolando Aguillon""",2/3,5.0,1261958400,2009-12-28 00:00:00,Great Workout,"If you are looking for the next way to push your body to your limit, insanity is the thing for you!!! it is explosive, intense and demands mental toughness. Stick to the program and you will know it works.. If you are a begginner, please dont try this at home.. you can injure yourself.. try something lighter until you feel physically ready to commit to this program"
B002QZ1RS6,AIXCOWSM3GLI5,"Mommasita ""Rby2zdy""",13/14,5.0,1262304000,2010-01-01 00:00:00,JUST DO IT!!,"JUST DO IT!!<br />I wasn't hestitant at all about ordering this dvd! I know it's mind over matter. Yes It's hard...but worth it! My husband and I both are on the program together. I am a 31 years old and a stay at home of two. I am 5 feet 102 lbs. I AM NOT DOING THIS PROGRAM TO LOSE WEIGHT! I am however doing this to get muscle tone (especially in the stomach area).<br />My husband is 5'11"" tall and 190 lbs. He wants to tone as well.<br />We've been following the diet and exercise program religiously and after three days, my husband lost 4 lbs and I can see my abs!<br />We've only been doing this program for 2 weeks and LOVE it. Seeing the results so quickly make us keep on going.<br />Neither of us are P90X graduates. Listen to the advice of Shaun T: 1.)go at our own pace and 2.) frequently take breaks.<br />See you at the finish!!!"
B002QZ1RS6,A1JBK4HHU0XWMI,C. Widman,0/0,3.0,1262649600,2010-01-05 00:00:00,I want to love this...  BUT,"I got this for Xmas and was very excited - spent the first four days doing this according to plan.  I should add that I am in my 30's and teach fitness classes at my gym and am in pretty decent shape.  I exercise regularly.  However, I have a history of issues with my knees.  I can avoid flare ups if I avoid lunges, etc. This DVD set makes it literally impossible for people with joint issues - especially knees - to participate in this without seriously injuring themselves.  This is stated on the warning at the beginning of the program - however, nowhere did I read that before dropping $150 to order.  Shaun T is awesome - the program is challenging and if you are looking for something to use at home, get this.  It is addicting and intense.  However, if you have even the slightest issue with your knees, DO NOT BUY THIS!"
B002QZ1RS6,A2FYATCIFDNMB2,M. Moon,13/15,4.0,1262822400,2010-01-07 00:00:00,really intense killer workout,"i have been doing this workout quite regularly for about a month now. just this week, i decided to follow the schedule to see if i can keep doing it for the full two months. let me start by saying that this is damn hard!! i haven't been able to complete any of the workouts without stopping for breaks or modifying some of the harder moves (walking planks, push ups on one leg, etc etc). at the end of the workout, i feel exhausted...like i have nothing left.<br /><br />my only concern about this workout is the fact that i just can't do all the exercises.i know that i am sometimes compromising form for speed b/c it's so hard to keep up. i wonder if it's better to do something a little easier like Jillian Michael's Banish Fat Burn Metabolism and be able to complete the entire workout. in the end, which workout is burning more calories? both are about 45 minutes long. both work every muscle in the body. however, beach body is so hard that i have to take a lot of breaks, modify and go at my own pace. (BFBM is tough but doable and i can do everything i'm asked to do.) i think i'd have to strap myself up to some sort of calorie burning device to know for sure.<br /><br />anyway, i would definitely recommend this to people who are looking for a challenging, intense, high energy workout.<br /><br />Ps. i should add that i am an active person. i run half marathons and paddle on a competitive dragonboat team. i guess, you can say that i am in shape; however i still find these dvds to be insanely challenging!"
B002QZ1RS6,A3INFCS5UXKW7C,N. J. Johnson,43/53,3.0,1263081600,2010-01-10 00:00:00,From a beginner's view.,"Age: 26  Weight:185 lbs<br /><br />I usually do some pushups and situps about 4 times a week and in my job I walk about 2 miles a day, sometimes fast paced walking. When I stepped into this program I knew it was going to be tough but it was way harder than any workout I have ever done. It is like some other reviewers have said, ""impossible"" ,to keep up with the instructer during the excercises. They move way to fast and it seems like I'm constantly staring at the screen saying ""Are you F#$@ing serious?"" a lot. The program is very repetitive so I don't know why it comes with so many DVD's when a lot of the same excercises are on each DVD. They also only put one to two workouts on each DVD which range from 30 to about 45 minutes a piece so they obviously could have made this into a 3 to 4 disc set easily. The nutrition guide isn't of much help because basically all it suggests is just different meals with what could easily be summed up on the back of the box as---> (During the 60 days of this workout DO NOT EAT FRIED FOOD) The instructer, Shaun T., is a great motivator and teacher but I think he had some other single disc DVD's that could offer the same advice but keep a lot more money in your wallet. I would try looking those up. All in all I just don't think this workout is worth the money. Make sure you check with your doctor before you start this or any workout. Peace."
B002QZ1RS6,A473HP8RAU6Z5,J. Huesmann,6/6,5.0,1263168000,2010-01-11 00:00:00,Puddles of Sweat!,"This workout is insanely tough.  You will drink buckets of water, and sweat it all out.  The workout consists of a bunch of exercises using only your own body weight to work your entire body: pushups, suicides, high knees, all kinds of stuff.  There are a lot of intervals, where Shaun T has you doing exercises in three progressively faster stages.  As has been mentioned, you just gotta go at your own pace--if you can't keep up with the people in the video it's OK as long as you're doing your best.  Even the people in the videos take occasional breaks when things get too much for them.<br /><br />FWIW, I'm 39, 5-10 and was 162 when I started the program.  I only lost about 5 lb, but got pretty cut.  IMO the real benefit of the program is the cardio shape it gets you in."
B002QZ1RS6,A3QJGC6TBUW6BB,"bballer ""E""",20/22,4.0,1263168000,2010-01-11 00:00:00,Bananas,This workout is bananas!  Crazy sweat comes off you fast.  If you want to sweat a lot this is your workout.  I use to have bad knees before this workout having popping and cracking noises and I did have problems with them in this workout.  But if you press on through it your legs will get crazy strong.  Like my biggest problem was if i needed to all of the sudden run across the street or just run spontaneously I could not without having pain in one of my knees.  But now i can jog or sprint across without having to do a stretch or warm up first.<br />I still need to do the last part of the program which is the Max cardio portion which i know I am going to get hammered!<br />The ab routine is like nothing you ever done before.  You definitely feel your stomach working.  The only thing is I would like to have some weights included in some of the routines.
B002QZ1RS6,A38MDTOGKJCD5G,"J. McLean ""hey man""",8/9,5.0,1263340800,2010-01-13 00:00:00,Fantastic Cardio Program,"This is an unbelievable cardio workout program.  I've finished 3 rounds of P90X and love that product, but it really lacks a good cardio component.  With Insanity I'm burning between 600 to 800 calories a workout (and that's with taking breaks).<br /><br />A couple of important points: You should already be in very good shape before you do this type of program.  It is designed for individuals who want to take it to another level, not for sedimentary individuals who want to lose 50 pounds.  Also, if you have knee issues, this may not be appropriate-there are a lot of high impact moves.<br /><br />I would suggest getting cross-training shoes with very good support, a mat (if you are working out on a hard surface like concrete), and a heart rate monitor.<br /><br />The program is based upon interval training, which is a scientifically proven way to very effectively lose weight, so it is ideal for those wanting a more toned and hard body.  One thing I've done is incorporated two days of upper body strength training because Insanity has very little in the way of upper body work. 60 days without any strength training for your upper body can cause some atrophy.  There is sufficient plyometric training for the lower body so no real need to include any additional work for your legs.<br /><br />Overall a great (very) intensive cardio program. Some repetition in the workouts, but Shaun T. does a very good job of continually giving pointers about form and breathing.  Highly recommended."
B002QZ1RS6,A344N7ISB0S4TT,"Tanya ""Tanya""",5/6,5.0,1263427200,2010-01-14 00:00:00,Love Insanity!,"Great, great workout!  Extremely hard, but that's what's great about it.  I am a big advocate of the P90X program, but I'm seeing results much faster with Insanity.  I've lost 4 lbs and 2 inches from my waist in the first four weeks. (I'm 5'6 and 135 lbs).  I definitely recommend this product.  Even if you are a beginner, you can always ""go at your own pace""."
B002QZ1RS6,AFUL4RWG344J3,"A. Cohen ""Andy""",37/39,5.0,1263600000,2010-01-16 00:00:00,WORKING SO FAR FOR THIS FAT GUY,"This workout is without a doubt the most intense workout I've ever done.  To make a long story short, I've lost fourteen pounds in the first two weeks with this program.  I've eaten healthier which played a big part, but I also am committed to this program.  I can't wait to see the results I will have at the end of the sixty days.  I will update this review then.  Keep in mind though this isn't some easy workout.  I knew I was in for a challenge when the people with perfect 10 bodies in the video were having to take rests throughout these workouts.  What's cool is Shaun T. is encouraging and it feels like he's in the room with you.  I also save time going back and forth to the gym and can do it all in the comfort and privacy of my own home.  It comes with a calendar so you are sure to be on the right page everyday with this program.  If I can lose 14 pounds in the first two weeks imagine what you can do.  If my results continue to be this great I will write Shaun a letter and thank him.  I really appreciate him putting this program together."
B002QZ1RS6,A595T15OO91DC,"A. Ort ""aorto""",0/0,4.0,1264204800,2010-01-23 00:00:00,P90X this isn't...,"I'm a former P90X junkie.  That program literally changed my life and got me into the best shape of my life, even at 40 years old.  However, this is not P90X.  That is not a criticism at all, just don't expect more of the same.<br /><br />This is all floor exercises using your body weight with lots of plyometric and isometic exercises, cardio and core exercise that will work you - hard.  The exercises come fast and furious with a good mix of cardio and strength building (e.g. squat type exercises and push-up type exercises).  But its primary focus is the CORE.  If you didn't know what that meant before Insanity, you will definitely understand it once you begin.<br /><br />It's broken into two four week segments with a ""recovery"" (I use that term loosely..) week in between.  The warm-up itself is a workout.  The first four weeks are two rounds of three sets of a series of exercises equaling about 40 minutes per session.  In the second four weeks you'll find some of the warm-up exercises were exercises from the actual program from the first four weeks.  And the program itself moves to three rounds of three different sets of exercises equaling about an hour.  You'll actually be begging to go back to the first four weeks. If you like crazy, you'll love it...<br /><br />Shaun T is a good motivator and provides good tips about proper form and techniques.  The music adds to the program as well; as each routine picks up intensity, the music is well designed to keep you going.<br /><br />It is tough on the body, though, so be forewarned.  If you aren't in some semblance of shape, you may want to rethink this one.  I pulled a neck muscle during the first week because I didn't breathe properly.  It will tax your joints, your knees, your feet, your back.  If you are injury prone, be extremely careful.  Modify if you need to or pass on it altogether.<br /><br />It requires serious focus.  Breathing is key.  Drink lots of water.  And move at your own pace. Even the participants in the DVD (including Shaun T) have to quit and take breaks.  It's that intense.<br /><br />The caveat is really only this: you may lose some of the ""glamour"" muscles.  This doesn't mean you will get less strong but there are no no exercises for the biceps or the lats (no pull-ups here).  However, the muscles you do have (especially the legs) will be stronger and more defined.  If you want to maintain weight, you will need to increase your food intake big time, especially as the program progresses.<br /><br />Your body will change and your core (including the abs) will be stronger than you ever thought possible and you will be in incredible shape, even if you only do the program at half the intensity.<br /><br />I give it a definite thumbs up but know what you want to get out of the program and understand what it is about before investing your time and money in it.<br /><br />UPDATE: The first time around I was surprised and frustrated with the loss of size (due to lack of adequate calorie intake) but a second round with more focus is producing positive results.  The body fat reduction happened from the top down.  I am seeing more definition in the shoulders and the chest and seeing muscles in and around the abs, especially the obliques.  Things just feel tighter all the way around.  The ""spare tire"" thing is not completely gone though I feel quite ok in a t-shirt that fits rather than a larger size to hide behind.  Results: maintained my body weight and dropped from 20 to 16% body fat which means I actually built muscle.<br /><br />Final reflections: Using the CORE (which is much more than just your abs) makes all the difference.  Keep it tight, no shortcuts and you'll feel your power increasing.  The true test of this is during the high knee run in the warm-up and in the high jumps on the cardio power and resistance disc.  If you use anything other than your core, you will never get the speed and power and you risk injuring your back.<br /><br />If I could emphasize one other thing it is to continually push through.  One more rep, one more second, just a little further than you think you can.  Don't be foolish, recognize your limitations, but don't confuse your body's need for rest with your mind's tendency to quit too soon.<br /><br />And, just as a reminder, drink lots and lots of water before, during and after.<br /><br />Heads up: Shaun T has a new program just out called <a href=""http://www.amazon.com/gp/product/B004X81ZXG"">Insanity: The Asylum Deluxe</a>.  It's a 30 day program using sports training techniques that looks brutal.  And that's a good thing..."
B002QZ1RS6,A111WVXDVT57VE,Sammy,4/4,4.0,1264204800,2010-01-23 00:00:00,"Tough, but fair","This is my second time trying this program, not because I felt defeated but because I couldn't keep up with the time schedule.  I was time restricted and during long days at work, the last thing I wanted to do was go home and work out.  That and I always felt like I was failing at his program because I wasn't able to keep up.  But, I'm back and I have to say it's a tough program, but I'm actually listening to Shaun T's words this time.  It may seem like he's pushing you to go as fast as him and the rest of the people in the video, but he clearly states in every video to take your time.  Don't neglect form for speed.  And he's right.  I'm only in the first week and I feel like I want to curse him out every single time, but it's all worth it.  The muscles are sore, but in a good way.  And I'm positive that this time I will finish it.  If anyone's wondering, I'm an avid gym goer.  I'm there 4 days a week (at home 2 days) mixing intense cardio with strength training, so exercise is not a foreign term to me.  Just stick with it and I'm sure you'll see results."
B002QZ1RS6,A2Y3MEHTGRVRMA,Nagafighter,17/23,3.0,1264204800,2010-01-23 00:00:00,DVD's messed up,"The workouts themselves are great.  Anyone who complains about them being too tough just has to modify and slowly build up to doing what the on-screen crew is doing.<br /><br />The problem that I have has to do with the quality of the dvd's.  I ordered two sets -- one to give as a gift.  In both sets the routines ""Max interval sports training & Insane abs,"" and ""Insane abs,"" jump from one part of the routine to another every ten seconds or so.  The on-screen timer jumps around with the sceen-changes, but the dvd timer clicks along in the normal fashion, so the dvd's were 'printed' this way.  In one of the sets I received, all of the dvd's that are supposed to contain two routines do not have the second one.<br /><br />Beachbody publishes this and does not seem be a quality company.  When I contacted them about the problem, they were uninterested because I had purchased from secondary sources.  If you want to purchase this workout, do so knowing that you may be getting only part of what you are paying for."
B002QZ1RS6,AJDUFPXV9FO0Y,A. Hsu,2/2,4.0,1264291200,2010-01-24 00:00:00,Best Workout Ever!,"I was very impressed with the DVDs.  I admit it is challenging, but in a good way.  Also, the exercises are not extremely complicated like in some other workout programs.  It makes you work and work hard.  I also like this better than P90X (which I also own). So if you are looking for something to step your game up then this is it."
B002QZ1RS6,A2MGWX5R37UQ0U,Michael T. Benusa,17/69,1.0,1264291200,2010-01-24 00:00:00,Faulty product,"So far 3 of the discs in my set don't work. Some skip the entire workout and just go to the cool down, others skip parts of the workout or start in the middle."
B002QZ1RS6,A2LIH90J2KCFUB,Chad Roberts,9/10,4.0,1264550400,2010-01-27 00:00:00,Everything it says it will be,"I bought this product on eBay (which was less than half the price of the official site) and it works very well. I am overweight and out of shape and was warned that this was not for beginners. However, I went for it anyway. I just do what I can and rest when needed. This series gets the heart pumping and is a great way to lose weight and get in (better) shape. I've completed two weeks and I can already tell I'm doing better as I can get through most of the warm-up without stopping now. My only issue is that 90% of the workouts and stretches focus on the legs. There are little upper body exercises to be done. Yes, there are some but it is extremely disproportionate. Most of the time I have to stop because my legs are burning, not necessarily because I'm out of breath. One will not get a six-pack and a ripped upper body with this set. Overall, it's worth the money if you buy it elsewhere because $150 for 11 discs is ridiculous imho."
B002QZ1RS6,A1E120JISHSKRH,Anne,5/5,5.0,1264636800,2010-01-28 00:00:00,Hardest Workout Ever!,"I have done a lot of video/DVD workouts over the years, starting with Jane Fonda in the 80s, The Firm, Cathe Friedrich, Jari Love, P90X, etc...and I love them all but this is definitely the one that gives you the most bang for your buck.  I like weights but I also like that there are no accoutrements with this workout, it's just you and your sweat.  I love P90X, but hated all those damn pull-ups.  This workout is really, really hard but the exercises are very straightforward and achievable.  I love it.  The guy who said don't do this before bed because you won't sleep is right - you will be leaping out of your skin with energy!  I lost four pounds the first week and all my muscles feel firmer.  I am a 43 y.o. woman, 5'8"" and need to lose at least 20 pounds but I've been exercising a long time and am very fit under my fat.  This workout is NOT for the novice exerciser."
B002QZ1RS6,A2F8FRYT1CXIBK,"Roy Lederman ""Advisor""",5/5,5.0,1264809600,2010-01-30 00:00:00,AWESOME!!!,"Absolute best workout videos ever!  Prior to starting Insanity, I worked out 5-7 days a week for a minimum of 50 minutes.  I had definitely reached a plateau with my gym workouts and running and was ready for a change.  After just under two weeks, I am already seeing results.  I haven't even started the ab workout yet, and the definition I am already seeing is awesome!  While the workouts can be a challenge, Shaun is highly motivating and makes me push myself harder.  I have several other workout videos, and Insanity, hands down, is the BEST.  I've actually started a little workout group at my office.  While they can't commit to the six days a week schedule (and they're just now beginning to incorporate exercising into their lives), three days a week I will bring in whatever workout I'm on and we all do it together.  Great fun!  Prior to ordering Insanity, I read a lot of the reviews and having had some knee problems, I was a little nervous.  If you follow Shaun and his instruction (plus invest in some good cross trainers), you should be okay. I am keeping my fingers crossed that I don't encounter any problems because I honestly don't know what I'd do if I couldn't do the Insanity workouts.  I'd probably be very b*%chy!  Buy it, do it and be amazed!  Shaun, I LOVE IT!!!"
B002QZ1RS6,A2CBLP65NUWH3Q,kalika1823,3/3,5.0,1264809600,2010-01-30 00:00:00,Great Product,"I am a graduate of both P90x and P90x Plus and I love the Insanity workout program.  While P90x gave me fantastic results, I wasn't such a big fan of all the lifting and wished there was more intense cardio.  This program gives me an amazing cardio workout and I've seen great results so far in the first three weeks alone.  After the 60 day program I plan on going back to P90x Plus for 120 days and then doing Insanity for 60 days.  Just a warning, this program is not for beginers or people trying to get into shape.  You must already have a high level of fitness ability before attempting this program.  If you are trying to get into shape, start with P90x...another fantastic fitness program.  These cardio workouts are very, very difficult and a great challenge.  My husband thought it was too much cardio for him to maintain his muscle mass and weight, so he just added the cardio workouts into his P90x routine."
B002QZ1RS6,A3ES44HLS91BOK,"D. Sharpe ""WISDOMSEEKER""",5/5,5.0,1264896000,2010-01-31 00:00:00,Great Change of Pace!!!!,"I kept searching and searching for a high intensity workout and came accross Insanity.  This is a great investment (it cost $155.00), that is well worth the price.  I have to warn those who are considering purchasing this program of several things:<br /><br />1.  This workout is in no way suitable for beginners!  This workout is more suitable for those who do high intensity workouts or athletes.  Beginners should start with Crunch, Kathy Smith, Self, or even Shape workouts.<br /><br />2.  If you have any type of problems with your knees or legs, or even heart.  You may want to look for something else.<br /><br />3.  $155.00 seems like alot of money, but if you are like me and you purchase workout dvds every few months or so, it will pretty much add up to about 14.99 a workout, and a recipe book is included in the package.<br /><br />4.If you are going to purchase this from the amazon website, I would suggest ordering it straight from Amazon, as opposed to one of the other sellers, because you are guaranteed  your package and it only takes a few days to arrive.<br /><br />5. You get 10+ workouts (some of the dvds have more than one workout on them)<br /><br />I am really excited about this workout.  Everytime I finish a workout, I feel accopmlished becuase it is really, really, tough!<br /><br />No pain, no gain!"
B002QZ1RS6,ATJ5Z59YD0OE0,"Thomas E. Mason ""T. Mason""",0/0,5.0,1264896000,2010-01-31 00:00:00,Insanity is a great workout.,Shaun T does it again. Insanity is a great workout. I would definitely recommend this product.
B002QZ1RS6,A2LV9UPUNC6LP7,"Michele E. Dean ""HappyBuyer""",0/0,4.0,1265068800,2010-02-02 00:00:00,Excellent seller,"I purchased Insanity looking for a fast/fun way to become fit. This is definitely the hardest workout I have ever done, but it is worth it. When I purchased the product it was shipped  the first day I ordered it and it was received in a timely matter. One of the 10 discs was not working properly, but the seller replaced the broken disc without hesitation.  Overall good product and good seller."
B002QZ1RS6,A13ULKP9XZMJ9B,sherbert,2/2,5.0,1265155200,2010-02-03 00:00:00,high impact - increases goals - good for shorties,"i hate those dvds that are so simple you can't ever push yourself to improve.  this one, you will have room to improve!<br /><br />this is high impact.  Once i was doing high knees / tucks and landed on my foot the wrong way. Oops i kinda twisted my ankle!  but it is WORTH IT.... b/c then i healed up in a day and was on my way to doing it again.  I like it b/c i am short 4'10"" and it makes me feel bad when i can't run as fast as others  b/c of short gait but I can kill in Insanity b/c just using our own body weight & gravity!  Then i am on even footing w/ everyone.<br /><br />Also good for runners on a rainy day or a day off.<br /><br />Shaun T is very motivational and will get you in shape!"
B002QZ1RS6,A2679LOKSVVPWL,TED,2/2,5.0,1265241600,2010-02-04 00:00:00,This is definitely a tough workout!,"I have been doing insanity for about 3 weeks now, and I really love it.  It is definitely a tough workout!  I was not in very good shape before I started as I only worked out about once a week.  However, even though I don't look like the people in the video, I have still been able to get through these workouts.  I do have to pause a few more times and take a few more breaks, but I get right back into the workout as soon as I can.  I have started noticing some improvements in my cardiovascular health already, and I have lost 5 pounds by sticking to the nutrition plan that comes with the videos (it seems like most men lose even more).  I still agree with other reviewers who say this is a very difficult set of videos to get through for those who are not in great shape.  Thus, you should follow the videos' advise and consult with your doctor before starting.  Also, if you have joint issues, you will probably have to either buy a plyometric mat, or modify several of the exercises.  However, if you think you can do it and are willing to put in the effort, give it a try."
